date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2001-08-31,15.16,17.24,15.4,14.51,67919.0,0.24,1.58,16.762,17.77,24.092,54494.8,56051.0,115799.05
2001-07-31,17.82,17.95,15.16,14.9,25165.0,-2.66,-14.93,17.136,18.115,24.371,50931.8,54403.4,116491.1
2001-06-29,18.1,19.64,17.82,17.51,75097.0,-0.24,-1.33,17.344,18.567,24.622,53101.0,57360.5,117819.5
2001-05-31,17.42,18.6,18.06,17.16,45781.0,0.69,3.97,17.782,19.227,24.581,45161.0,63113.9,115070.3
2001-04-30,17.28,18.5,17.37,16.88,58512.0,0.1,0.58,18.322,20.03,24.511,47267.6,69509.5,116211.55
2001-03-30,16.19,18.0,17.27,16.0,50104.0,1.07,6.61,18.778,21.251,24.492,57607.2,102200.6,117467.4
2001-02-28,19.8,19.85,16.2,15.53,36011.0,-3.81,-19.04,19.094,22.122,24.457,57875.0,112373.5,122158.95
2001-01-19,20.92,21.81,20.01,19.61,35397.0,-0.75,-3.61,19.79,23.065,24.492,61620.0,125929.9,130290.75
2000-12-29,19.65,21.46,20.76,19.48,56314.0,1.11,5.65,20.672,25.959,24.144,81066.8,148855.9,130631.45
2000-11-30,18.85,21.57,19.65,18.85,110210.0,0.8,4.24,21.738,28.781,23.716,91751.4,177222.6,130550.9
2000-10-31,19.7,19.7,18.85,17.5,51443.0,-0.83,-4.22,23.724,30.414,23.353,146794.0,175547.1,126663.85
2000-09-29,24.3,24.78,19.68,18.88,54736.0,-4.74,-19.41,25.15,30.627,23.024,166872.0,178578.8,124344.75
2000-08-31,26.09,26.8,24.42,23.4,132631.0,-1.67,-6.4,26.34,30.677,22.681,190239.8,178278.5,123212.2
2000-07-31,29.2,29.2,26.09,25.88,109737.0,-3.49,-11.8,31.246,29.935,22.109,216645.0,167026.7,118597.5
2000-06-30,26.1,34.55,29.58,25.1,385423.0,3.6,13.86,35.824,28.991,21.477,262693.8,162913.6,115527.5
2000-05-31,26.0,27.41,25.98,23.51,151833.0,0.35,1.37,37.104,27.733,20.678,204300.2,132734.2,99167.25
2000-04-28,48.02,51.12,25.63,22.88,171575.0,-23.32,-47.64,36.104,26.791,20.107,190285.6,131944.4,101001.95
2000-03-31,49.1,55.43,48.95,45.0,264657.0,-0.03,-0.06,35.014,25.918,19.439,166317.2,134651.6,95421.75
2000-02-29,36.48,58.56,48.98,36.48,339981.0,13.0,36.13,28.624,22.328,17.681,117408.4,112407.0,86910.85
2000-01-28,21.0,37.3,35.98,20.08,93455.0,15.0,71.5,22.158,18.65,15.942,63133.4,83879.2,74918.25
1999-12-30,20.18,24.11,20.98,19.98,81760.0,0.8,3.96,18.362,16.292,14.908,61168.2,77780.6,78760.9
1999-11-30,16.6,21.18,20.18,16.6,51733.0,3.18,18.71,17.478,15.42,14.585,73603.2,70110.7,87853.35
1999-10-29,16.53,17.47,17.0,15.52,20113.0,0.35,2.1,16.822,14.684,14.194,102986.0,68145.9,95050.7
1999-09-30,17.0,17.6,16.65,16.01,68606.0,-0.35,-2.06,16.032,14.283,13.835,107405.6,70168.3,97985.5
1999-08-31,16.65,17.82,17.0,15.82,83629.0,0.44,2.66,15.142,13.962,13.481,104625.0,68141.4,99027.7
1999-07-30,16.8,17.8,16.56,13.91,143935.0,-0.34,-2.01,14.222,13.623,13.099,94393.0,65600.3,102251.0
1999-06-30,13.05,18.4,16.9,12.12,198647.0,3.85,29.5,13.362,13.423,12.687,66618.2,70059.5,100253.85
1999-05-31,12.18,13.98,13.05,10.83,42211.0,0.85,6.97,12.546,12.959,12.235,33305.8,56191.9,97966.1
1999-04-30,12.4,13.48,12.2,11.86,54703.0,-0.2,-1.61,12.534,13.033,11.932,32931.0,61414.7,110432.4
1999-03-31,12.26,13.46,12.4,12.0,32469.0,0.14,1.14,12.782,13.233,11.629,31657.8,65957.3,112032.2
1999-02-09,12.8,13.07,12.26,11.92,5061.0,-0.56,-4.37,13.024,13.523,11.255,36807.6,79741.2,113611.15
1999-01-29,13.03,14.06,12.82,12.52,32085.0,-0.17,-1.31,13.484,13.749,10.874,73500.8,105596.0,116213.75
1998-12-31,13.46,13.85,12.99,11.7,40337.0,-0.45,-3.35,13.372,13.703,10.528,79078.0,121955.5,125020.6
1998-11-30,13.6,14.58,13.44,13.13,48337.0,-0.17,-1.25,13.532,13.386,10.241,89898.4,125802.7,138059.4
1998-10-30,14.6,14.8,13.61,12.9,58218.0,-0.95,-6.53,13.684,13.0,9.926,100256.8,129914.0,151463.5
1998-09-30,12.09,15.99,14.56,11.88,188527.0,2.3,18.76,14.022,12.574,9.577,122674.8,138901.7,158805.9
1998-08-31,13.8,14.28,12.26,10.24,59971.0,-1.53,-11.1,14.014,11.951,9.084,137691.2,130448.2,152696.95
1998-07-31,14.2,14.61,13.79,12.3,94439.0,-0.41,-2.89,14.034,11.51,8.689,164833.0,139740.3,162871.95
1998-06-30,14.54,15.2,14.2,12.4,100129.0,-1.1,-7.19,13.24,10.831,8.288,161707.0,159450.1,162927.35
1998-05-29,14.7,16.65,15.3,13.36,170308.0,0.78,5.37,12.316,10.024,7.852,159571.2,158107.1,167151.55
1998-04-30,12.32,15.88,14.52,12.3,263609.0,2.16,17.48,11.126,8.987,7.319,155128.6,147481.1,161786.2
1998-03-31,10.8,14.38,12.36,9.66,195680.0,2.54,25.87,9.888,7.999,6.819,123205.2,126831.5,151710.05
1998-02-27,9.8,10.24,9.82,9.14,78809.0,0.24,2.5,8.986,7.353,6.469,114647.6,128085.7,146160.9
1998-01-23,9.36,9.73,9.58,8.08,89450.0,0.23,2.46,8.422,7.095,6.242,157193.2,150316.1,145076.15
1997-12-31,8.37,10.5,9.35,7.8,148095.0,1.02,12.24,7.732,6.851,6.037,156643.0,173013.0,142423.5
1997-11-28,7.85,8.99,8.33,7.32,103992.0,0.48,6.12,6.848,6.58,5.894,139833.6,178710.1,138445.55
1997-10-31,7.05,8.27,7.85,6.9,152892.0,0.85,12.14,6.11,6.217,5.746,130457.8,174945.7,134276.15
1997-09-30,6.23,7.86,7.0,6.1,291537.0,0.87,14.19,5.72,5.867,5.615,141523.8,186003.6,126896.75
1997-08-29,5.04,6.28,6.13,4.82,86699.0,1.2,24.34,5.768,5.745,5.514,143439.0,166404.6,112815.6
1997-07-31,4.8,5.2,4.93,4.16,64048.0,0.29,6.25,5.97,5.68,5.471,189383.0,176196.0,109249.1
1997-06-27,5.9,6.3,4.64,4.51,57113.0,-1.26,-21.36,6.312,5.65,5.555,217586.6,176091.3,107466.35
1997-05-30,7.3,9.02,5.9,5.68,208222.0,-1.34,-18.51,6.324,5.638,5.648,219433.6,176588.6,106904.9
1997-04-30,7.25,7.84,7.24,6.02,301113.0,0.1,1.4,6.014,5.584,5.676,230483.4,164236.1,97756.15
1997-03-31,6.66,7.4,7.14,6.35,316419.0,0.5,7.53,5.722,5.388,5.666,189370.2,139836.2,86782.2
1997-02-28,5.0,6.72,6.64,4.85,205066.0,1.94,41.28,5.39,5.222,5.674,163009.0,111834.0,75370.45
1997-01-31,4.35,4.9,4.7,4.13,66348.0,0.35,8.05,4.988,5.208,5.707,134596.0,98181.0,67157.3
1996-12-31,5.98,7.5,4.35,4.01,263471.0,-1.43,-24.74,4.952,5.274,5.889,133743.6,93606.6,73087.3
1996-11-29,5.38,5.92,5.78,4.95,95547.0,0.3,5.47,5.154,5.362,6.035,97988.8,67789.9,63487.3
1996-10-31,4.71,6.35,5.48,4.64,184613.0,0.85,18.36,5.054,5.282,6.167,90302.2,59226.6,66496.65
1996-09-27,4.55,4.98,4.63,4.1,63001.0,0.11,2.43,5.054,5.262,6.246,60659.0,42302.2,60306.45
1996-08-30,5.36,6.08,4.52,4.19,62086.0,-0.84,-15.67,5.428,5.459,6.358,61766.0,38841.4,58418.65
1996-07-31,5.25,6.38,5.36,4.52,84697.0,0.08,1.51,5.596,5.657,6.547,53469.6,37221.2,65713.6
1996-06-28,5.35,6.04,5.28,5.22,57114.0,-0.2,-3.65,5.57,5.768,6.714,37591.0,31276.2,70384.05
1996-05-31,6.88,6.98,5.48,5.28,36397.0,-1.02,-15.69,5.51,5.943,6.88,28151.0,33728.2,88039.25
1996-04-30,5.5,7.2,6.5,5.21,68536.0,1.14,21.27,5.47,6.125,7.108,23945.4,38906.9,127751.85
1996-03-29,5.6,6.27,5.36,5.11,20604.0,0.13,2.49,5.49,6.205,7.096,15916.8,36133.6,154015.8
1996-02-16,4.95,5.25,5.23,4.7,5304.0,0.25,5.02,5.718,6.504,6.927,20972.8,52568.0,154190.45
1996-01-31,5.2,5.48,4.98,4.68,9914.0,-0.3,-5.68,5.966,6.707,6.81,24961.4,59184.7,155504.05
1995-12-29,6.36,6.58,5.28,5.18,15369.0,-1.32,-20.0,6.376,7.051,6.757,39305.4,73766.7,156726.05
1995-11-30,6.45,7.02,6.6,6.3,28393.0,0.1,1.54,6.78,7.229,6.726,53868.4,78310.7,168678.3
1995-10-31,6.6,7.5,6.5,6.0,45884.0,0.03,0.46,6.92,7.257,6.656,56350.4,77995.9,171164.3
1995-09-29,7.05,7.38,6.47,6.31,25247.0,-0.56,-7.97,7.29,7.437,6.603,84163.2,94206.0,169533.85
1995-08-31,7.3,8.0,7.03,6.93,81634.0,-0.27,-3.7,7.448,7.66,6.555,93408.0,109491.9,170276.9
1995-07-31,7.11,8.39,7.3,7.0,88184.0,0.0,0.0,7.726,7.816,6.509,108228.0,142350.3,170513.55
1995-06-30,8.32,8.7,7.3,7.2,40803.0,-1.05,-12.57,7.678,8.091,6.561,102753.0,216596.8,175498.35
1995-05-31,7.3,12.0,8.35,7.01,184948.0,1.09,15.01,7.594,7.986,6.574,99641.4,271898.0,178302.0
1995-04-28,8.4,8.67,7.26,6.0,71471.0,-1.16,-13.78,7.584,7.349,6.541,104248.8,255812.9,170737.75
1995-03-31,7.1,8.7,8.42,6.98,155734.0,1.36,19.26,7.872,6.913,6.552,125575.8,251823.4,170619.8
1995-02-28,6.97,8.23,7.06,6.1,60809.0,0.18,2.62,7.906,6.463,6.511,176472.6,239685.4,163887.8
1995-01-27,8.15,8.45,6.88,6.4,25245.0,-1.42,-17.11,8.504,6.222,6.558,330440.6,259045.9,162434.65
1994-12-30,8.8,9.7,8.3,7.65,207985.0,-0.4,-4.6,8.378,6.054,6.804,444154.6,264332.7,163433.45
1994-11-30,8.8,9.75,8.7,8.4,178106.0,0.11,1.28,7.114,5.769,7.144,407377.0,244861.7,157507.9
1994-10-31,9.58,10.5,8.59,5.8,410218.0,-1.46,-14.53,5.954,5.449,7.2,378071.0,231061.9,151552.25
1994-09-30,6.45,13.51,10.05,6.23,830649.0,3.8,60.8,5.02,5.202,7.558,302898.2,198676.8,141745.55
1994-08-31,2.48,6.6,6.25,2.21,593815.0,4.27,215.66,3.94,5.031,7.833,187651.2,134399.9,108350.45
1994-07-29,2.88,2.93,1.98,1.85,24097.0,-0.92,-31.72,3.73,5.162,8.073,84510.8,84706.0,84781.75
1994-06-30,4.0,4.1,2.9,2.85,31576.0,-1.02,-26.02,4.424,5.732,13.049,82346.4,85662.6,87174.35
1994-05-31,4.63,4.84,3.92,3.81,34354.0,-0.73,-15.7,4.944,6.19,16.172,84052.8,89416.2,87952.1
1994-04-29,5.48,5.85,4.65,4.3,254414.0,-0.55,-10.58,5.384,6.558,21.102,94455.4,88090.2,88670.55
1994-03-31,5.45,6.05,5.2,4.32,78113.0,-0.25,-4.59,6.122,6.893,27.02,81148.6,65823.4,77523.55
1994-02-28,5.41,6.1,5.45,4.01,13275.0,-0.05,-0.91,6.594,7.554,35.435,84901.2,62534.2,75225.5
1994-01-31,6.15,6.7,5.5,5.41,40108.0,-0.62,-10.13,7.04,8.518,45.932,88978.8,70154.1,76523.55
1993-12-31,8.47,8.68,6.12,5.6,86367.0,-2.22,-26.62,7.436,8.95,56.757,94779.6,72042.6,75096.7
1993-11-30,7.5,8.9,8.34,5.1,187880.0,0.78,10.32,7.732,9.913,58.236,81725.0,84814.3,70778.4
1993-10-29,7.87,9.0,7.56,7.0,96876.0,-0.12,-1.56,7.664,10.634,59.584,50498.2,82301.0,61384.4
1993-09-30,7.5,8.49,7.68,6.9,33663.0,0.2,2.67,8.514,10.984,62.322,40167.2,84857.5,59516.42
1993-08-31,7.6,9.2,7.48,6.95,69112.0,-0.12,-1.58,9.996,20.366,65.358,51329.4,88686.1,60952.72
1993-07-30,8.18,8.39,7.6,6.6,21094.0,-0.4,-5.0,10.464,26.153,68.762,49305.6,86488.0,60472.76
1993-06-30,11.81,14.31,8.0,7.89,31746.0,-3.81,-32.26,12.094,35.646,72.585,87903.6,89250.9,62933.94
1993-05-31,15.4,15.4,11.81,11.75,45221.0,-3.28,-21.74,13.604,47.146,76.891,114103.8,89223.7,65013.13
1993-04-30,9.88,15.75,15.09,9.56,89474.0,5.27,53.67,13.454,63.315,81.539,129547.8,87916.8,66426.86
1993-03-31,15.8,15.91,9.82,9.53,58993.0,-5.93,-37.65,30.736,83.346,86.651,126042.8,82893.0,64654.0
1993-02-26,16.0,19.88,15.75,14.5,214084.0,0.2,1.29,41.842,104.564,93.053,123670.4,78150.8,65125.75
1993-01-29,11.05,16.5,15.55,11.02,162747.0,4.49,40.6,59.198,106.559,100.081,90598.2,56742.5,51584.09
1992-12-31,105.0,125.0,11.06,8.6,122441.0,-90.44,-89.1,80.688,108.534,108.534,64343.6,40467.8,40467.8
1992-11-30,65.7,110.0,101.5,43.8,71949.0,36.15,55.32,113.176,119.364,119.364,46285.8,31359.67,31359.67
1992-10-30,102.0,117.78,65.35,53.35,47131.0,-37.18,-36.26,135.956,121.598,121.598,39743.2,26286.0,26286.0
1992-09-30,121.25,126.75,102.53,84.5,48723.0,-20.47,-16.64,167.286,129.633,129.633,32631.2,23308.14,23308.14
1992-08-31,169.98,171.0,123.0,86.5,31474.0,-50.5,-29.11,153.92,134.15,134.15,22886.8,19072.33,19072.33
1992-07-31,219.0,229.95,173.5,150.0,32152.0,-41.9,-19.45,136.38,136.38,136.38,16592.0,16592.0,16592.0
1992-06-30,210.75,222.25,215.4,173.0,39236.0,-6.6,-2.97,127.1,127.1,127.1,12702.0,12702.0,12702.0
1992-05-29,35.7,310.0,222.0,35.7,11571.0,186.3,521.85,97.667,97.667,97.667,3857.33,3857.33,3857.33
1992-04-30,35.3,35.7,35.7,35.3,1.0,0.4,1.13,35.5,35.5,35.5,0.5,0.5,0.5
1992-03-31,35.3,35.3,35.3,35.3,0.0,0.0,0.0,35.3,35.3,35.3,0.0,0.0,0.0
