,date,open,high,close,low
104,2011-07-28,18.72,19.63,16.99,16.59
105,2011-06-30,16.53,19.34,18.74,16.04
106,2011-05-31,18.25,18.27,16.55,15.91
107,2011-04-29,18.8,20.25,18.22,17.58
108,2011-02-11,17.38,18.68,18.45,16.63
109,2011-01-31,14.72,17.55,17.38,14.45
110,2010-12-31,16.9,17.44,14.68,14.24
111,2010-11-30,20.06,21.0,17.12,16.47
112,2010-10-29,17.36,22.45,20.02,16.57
113,2010-09-30,16.32,18.52,16.85,15.92
114,2010-08-31,15.3,16.75,16.41,14.58
115,2010-07-30,12.46,15.38,15.33,12.0
116,2010-06-30,16.57,16.87,12.27,11.82
117,2010-05-31,18.54,18.8,16.62,15.84
118,2010-04-30,20.35,21.54,18.85,18.07
119,2010-03-31,22.05,22.51,20.47,19.51
120,2010-02-26,19.98,22.22,22.0,19.0
121,2010-01-29,26.41,27.11,20.13,20.08
122,2009-12-31,25.48,27.23,26.13,26.13
123,2009-11-30,22.9,26.56,25.37,22.75
124,2009-10-30,19.8,23.35,23.22,19.59
125,2009-09-30,16.51,21.88,19.75,16.11
126,2009-08-31,19.41,19.48,16.46,14.31
127,2009-07-31,15.0,20.05,19.39,14.51
128,2009-06-30,14.64,15.82,14.95,13.49
129,2009-05-27,12.3,15.5,14.6,12.2
130,2009-04-30,9.85,12.34,12.26,9.19
131,2009-03-31,7.4,10.28,9.84,7.36
132,2009-02-27,6.31,9.52,7.45,6.3
133,2009-01-23,5.53,6.34,6.28,5.43
134,2008-12-31,5.71,6.95,5.36,5.28
135,2008-11-28,4.94,6.38,5.77,4.78
136,2008-10-31,6.82,6.83,4.94,4.88
137,2008-09-26,6.32,6.93,6.81,5.39
138,2008-08-29,8.09,8.31,6.45,5.98
139,2008-07-31,7.87,8.97,8.07,7.4
140,2008-06-30,12.29,12.85,7.85,7.7
141,2008-05-30,15.9,16.35,12.34,11.95
142,2008-04-30,13.59,15.96,15.73,12.3
143,2008-03-31,18.6,19.45,13.73,13.21
144,2008-02-29,20.6,22.47,18.87,17.78
145,2008-01-31,26.32,28.77,20.61,20.6
146,2007-12-28,24.4,28.88,26.29,23.8
147,2007-11-30,26.29,26.36,23.98,20.0
148,2007-10-31,30.25,32.9,26.29,24.48
149,2007-09-28,24.7,32.0,29.52,24.0
150,2007-08-31,23.9,25.86,24.59,22.7
151,2007-07-31,17.15,24.74,23.9,16.61
152,2007-06-29,15.2,19.56,17.29,12.73
153,2007-05-31,14.8,16.75,15.2,13.59
154,2007-04-30,12.46,15.05,14.38,12.46
155,2007-03-30,13.05,14.26,12.39,11.69
156,2007-02-28,9.22,13.42,13.09,8.65
157,2007-01-31,8.3,11.3,9.48,8.18
158,2006-12-29,6.55,8.6,8.18,6.4
159,2006-11-30,5.43,6.78,6.54,5.36
160,2006-10-31,5.26,5.43,5.37,5.01
161,2006-09-29,5.35,5.65,5.21,4.8
162,2006-08-31,5.69,5.81,5.36,4.6
163,2006-07-31,5.95,6.8,5.71,5.51
164,2006-06-30,4.95,6.38,5.86,4.92
165,2006-05-31,3.51,5.09,4.84,3.51
166,2006-04-28,3.48,3.75,3.55,3.4
167,2006-03-31,3.56,3.72,3.49,3.41
168,2006-02-28,3.68,3.94,3.55,3.39
169,2006-01-25,3.3,3.83,3.69,3.25
170,2005-12-30,3.06,3.38,3.31,3.04
171,2005-11-30,3.19,3.25,3.07,2.93
172,2005-10-31,3.98,3.98,3.18,3.1
173,2005-09-29,4.86,5.43,5.16,4.75
174,2005-08-31,4.95,5.37,4.86,4.7
175,2005-07-29,4.31,5.02,4.96,4.08
176,2005-06-30,4.28,4.87,4.3,3.98
177,2005-05-31,4.15,4.38,4.29,3.99
178,2005-04-29,4.31,4.55,4.1,3.97
179,2005-03-31,5.49,5.53,4.32,4.22
180,2005-02-28,5.09,5.97,5.49,5.06
181,2005-01-31,4.71,5.64,5.08,4.5
182,2004-12-31,5.64,5.98,4.75,4.7
183,2004-11-30,5.8,6.16,5.64,5.57
184,2004-10-29,7.8,7.82,5.8,5.66
185,2004-09-30,8.08,8.65,7.82,7.25
186,2004-08-31,7.8,8.57,8.12,7.64
187,2004-07-30,8.45,8.8,7.8,7.48
188,2004-06-30,12.8,13.02,8.52,7.94
189,2004-05-31,13.72,13.89,12.85,11.85
190,2004-04-30,15.28,15.43,13.69,13.32
191,2004-03-31,15.68,16.29,14.93,14.66
192,2004-02-27,15.24,15.94,15.64,14.1
193,2004-01-30,13.67,16.62,14.64,13.46
194,2003-12-31,14.01,14.8,13.77,12.58
195,2003-11-28,12.6,14.4,13.97,12.56
196,2003-10-31,11.55,13.16,12.65,11.5
197,2003-09-30,12.23,12.88,11.69,11.37
198,2003-08-29,12.8,13.15,12.2,11.7
199,2003-07-31,11.89,13.5,12.86,11.89
200,2003-06-30,12.5,12.67,11.88,11.26
201,2003-05-30,12.08,13.48,12.5,11.87
202,2003-04-30,9.36,12.4,11.94,9.17
203,2003-03-31,8.12,9.37,9.36,8.05
204,2003-02-28,8.07,8.14,8.12,7.63
205,2003-01-29,6.79,8.12,8.08,6.59
206,2002-12-31,7.07,7.21,6.79,6.78
207,2002-11-29,6.94,7.36,7.07,6.67
208,2002-10-31,6.85,6.98,6.94,6.58
209,2002-09-27,7.34,7.39,6.91,6.84
210,2002-08-30,7.12,7.48,7.34,7.05
211,2002-07-31,7.85,7.88,7.13,7.12
212,2002-06-28,6.35,7.92,7.79,6.21
213,2002-05-31,7.12,7.15,6.38,6.35
214,2002-04-30,6.75,7.19,7.09,6.6
215,2002-03-29,6.63,7.34,6.78,6.48
216,2002-02-28,6.57,6.8,6.64,6.42
217,2002-01-31,7.34,7.34,6.57,5.91
218,2001-12-31,7.4,7.59,7.34,6.8
219,2001-11-30,7.83,7.97,7.38,6.88
220,2001-10-31,8.18,8.6,7.82,7.39
221,2001-09-28,8.18,8.52,8.27,7.91
222,2001-08-31,8.29,9.09,8.21,7.81
223,2001-07-31,9.41,9.7,8.37,8.0
224,2001-06-29,10.65,10.65,9.4,9.2
225,2001-05-31,13.38,14.47,10.38,10.15
226,2001-04-30,13.33,14.38,13.4,13.02
227,2001-03-30,12.01,13.65,13.27,12.01
228,2001-02-28,12.8,12.88,11.95,11.01
229,2001-01-19,12.31,13.16,12.7,12.21
230,2000-12-29,12.38,12.47,12.27,11.48
231,2000-11-30,11.66,12.68,12.19,11.57
232,2000-10-31,11.68,12.5,11.66,11.18
233,2000-09-29,12.65,13.07,11.59,11.3
234,2000-08-31,13.71,14.67,12.73,12.55
235,2000-07-31,13.51,14.28,13.68,12.79
236,2000-06-30,12.8,14.45,13.49,12.3
237,2000-05-31,12.5,13.15,12.65,11.57
238,2000-04-28,11.1,13.18,12.33,10.52
239,2000-03-31,10.73,11.38,11.07,9.9
240,2000-02-29,11.0,12.08,10.5,9.9
241,2000-01-28,9.7,11.15,10.59,9.5
242,1999-12-30,9.99,10.14,9.6,9.37
243,1999-11-30,12.33,12.4,9.99,9.8
244,1999-10-29,12.75,12.77,12.31,11.81
245,1999-09-30,13.65,14.28,12.75,12.7
246,1999-08-31,13.6,13.9,13.65,12.6
247,1999-07-30,14.0,15.53,13.51,12.58
248,1999-06-30,10.65,15.34,13.98,10.05
249,1999-05-31,9.85,11.22,10.65,8.8
250,1999-04-30,10.02,10.7,9.85,9.7
251,1999-03-31,9.9,10.47,10.07,9.68
252,1999-02-09,10.25,10.25,9.89,9.62
253,1999-01-29,9.83,10.59,10.3,9.4
254,1998-12-31,11.3,11.59,9.84,9.78
255,1998-11-30,10.08,11.67,11.27,9.98
256,1998-10-30,10.36,10.99,10.15,9.6
257,1998-09-30,13.5,14.33,10.14,9.88
258,1998-08-31,15.08,15.1,13.48,13.02
259,1998-07-31,14.1,15.5,15.08,13.5
260,1998-06-30,14.25,14.8,13.85,13.38
261,1998-05-29,14.21,14.51,14.16,13.48
262,1998-04-30,13.85,15.29,14.15,13.76
263,1998-03-31,12.95,14.17,13.85,12.79
264,1998-02-27,13.8,13.97,13.05,12.8
265,1998-01-23,13.25,14.55,13.58,12.25
266,1997-12-31,14.35,14.58,13.07,12.88
267,1997-11-28,13.5,14.4,14.35,12.68
