date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2003-04-30,9.36,12.4,11.94,9.17,7931107.0,2.58,27.56,8.858,7.968,7.587,2956335.0,1911524.9,1713949.75
2003-03-31,8.12,9.37,9.36,8.05,2504906.0,1.24,15.27,7.884,7.553,7.401,1638851.4,1372951.8,1350222.45
2003-02-28,8.07,8.14,8.12,7.63,1119331.0,0.04,0.49,7.4,7.255,7.351,1206951.0,1183082.4,1257263.8
2003-01-29,6.79,8.12,8.08,6.59,2600887.0,1.29,19.0,7.158,7.152,7.415,1065692.6,1180473.7,1275171.05
2002-12-31,7.07,7.21,6.79,6.78,625444.0,-0.28,-3.96,7.01,7.022,7.53,677012.2,1199604.3,1221606.9
2002-11-29,6.94,7.36,7.07,6.67,1343689.0,0.13,1.87,7.078,7.007,7.861,866714.8,1191919.6,1259243.15
2002-10-31,6.85,6.98,6.94,6.58,345404.0,0.03,0.43,7.222,6.957,8.171,1107052.2,1236867.4,1309143.6
2002-09-27,7.34,7.39,6.91,6.84,413039.0,-0.43,-5.86,7.11,6.997,8.421,1159213.8,1400266.5,1324010.9
2002-08-30,7.12,7.48,7.34,7.05,657485.0,0.21,2.94,7.146,7.044,8.711,1295254.8,1568594.9,1333928.45
2002-07-31,7.85,7.88,7.13,7.12,1573957.0,-0.66,-8.47,7.034,7.092,8.957,1722196.4,1635651.2,1330555.85
2002-06-28,6.35,7.92,7.79,6.21,2545376.0,1.41,22.1,6.936,7.206,9.21,1517124.4,1516374.6,1278396.65
2002-05-31,7.12,7.15,6.38,6.35,606212.0,-0.71,-10.01,6.692,7.248,9.404,1366682.6,1327493.1,1163516.65
2002-04-30,6.75,7.19,7.09,6.6,1093244.0,0.31,4.57,6.884,7.447,9.664,1641319.2,1331445.2,1159597.0
2002-03-29,6.63,7.34,6.78,6.48,2792193.0,0.14,2.11,6.942,7.678,9.946,1841935.0,1369868.4,1206120.5
2002-02-28,6.57,6.8,6.64,6.42,548597.0,0.07,1.06,7.15,8.038,10.291,1549106.0,1243609.5,1148705.95
2002-01-31,7.34,7.34,6.57,5.91,1793167.0,-0.77,-10.49,7.476,8.714,10.634,1515624.8,1326566.7,1291000.2
2001-12-31,7.4,7.59,7.34,6.8,1979395.0,-0.04,-0.54,7.804,9.384,10.938,1288303.6,1381419.8,1275044.8
2001-11-30,7.83,7.97,7.38,6.88,2096323.0,-0.44,-5.63,8.01,9.845,11.187,1021571.2,1247755.3,1340274.25
2001-10-31,8.18,8.6,7.82,7.39,1328048.0,-0.45,-5.44,8.414,10.377,11.372,897801.8,1099262.0,1316442.35
2001-09-28,8.18,8.52,8.27,7.91,381191.0,0.06,0.73,8.926,10.822,11.506,938113.0,1025460.5,1441435.05
2001-08-31,8.29,9.09,8.21,7.81,656561.0,-0.16,-1.91,9.952,11.214,11.622,1137508.6,1040418.7,1481288.75
2001-07-31,9.41,9.7,8.37,8.0,645733.0,-1.03,-10.96,10.964,11.559,11.691,1474536.0,999540.2,1463842.45
2001-06-29,10.65,10.65,9.4,9.2,1477476.0,-0.98,-9.44,11.68,11.881,11.772,1473939.4,987748.8,1457222.5
2001-05-31,13.38,14.47,10.38,10.15,1529604.0,-3.02,-22.54,12.34,12.214,11.918,1300722.2,1042372.6,1396289.2
2001-04-30,13.33,14.38,13.4,13.02,1378169.0,0.13,0.98,12.718,12.544,12.036,1112808.0,1053802.4,1353849.75
2001-03-30,12.01,13.65,13.27,12.01,2341698.0,1.32,11.05,12.476,12.553,12.049,943328.8,1255433.7,1320787.2
2001-02-28,12.8,12.88,11.95,11.01,642750.0,-0.75,-5.91,12.154,12.491,12.061,524544.4,1168669.8,1345164.4
2001-01-19,12.31,13.16,12.7,12.21,611390.0,0.43,3.5,12.082,12.529,12.162,501558.2,1432793.2,1636681.1
2000-12-29,12.38,12.47,12.27,11.48,590033.0,0.08,0.66,12.088,12.366,12.06,784023.0,1533622.7,1685725.7
2000-11-30,11.66,12.68,12.19,11.57,530773.0,0.53,4.54,12.37,12.189,11.939,994796.8,1857409.6,1702261.45
2000-10-31,11.68,12.5,11.66,11.18,247776.0,0.07,0.6,12.63,12.029,11.833,1567538.6,1922158.8,1705236.6
2000-09-29,12.65,13.07,11.59,11.3,527819.0,-1.14,-8.96,12.828,11.823,11.744,1812795.2,1928144.7,1699876.4
2000-08-31,13.71,14.67,12.73,12.55,2023714.0,-0.95,-6.94,12.976,11.663,11.68,2364028.2,1926696.2,1700775.7
2000-07-31,13.51,14.28,13.68,12.79,1643902.0,0.19,1.41,12.644,11.621,11.535,2283222.4,1750205.8,1662517.35
2000-06-30,12.8,14.45,13.49,12.3,3394482.0,0.84,6.64,12.008,11.528,11.415,2720022.4,1653897.1,1691017.85
2000-05-31,12.5,13.15,12.65,11.57,1474059.0,0.32,2.6,11.428,11.544,11.248,2276779.0,1386140.7,1583085.85
2000-04-28,11.1,13.18,12.33,10.52,3283984.0,1.26,11.38,10.818,11.63,11.122,2043494.2,1521659.0,1549840.5
2000-03-31,10.73,11.38,11.07,9.9,1619685.0,0.57,5.43,10.35,11.795,11.18,1489364.2,1840569.0,1416385.0
2000-02-29,11.0,12.08,10.5,9.9,3827902.0,-0.09,-0.85,10.598,11.753,11.38,1217189.2,1837828.7,1408596.05
2000-01-28,9.7,11.15,10.59,9.5,1178265.0,0.99,10.31,11.048,11.688,11.548,587771.8,1547113.3,1258660.6
1999-12-30,9.99,10.14,9.6,9.37,307635.0,-0.39,-3.9,11.66,11.636,11.726,495502.4,1488314.4,1230134.25
1999-11-30,12.33,12.4,9.99,9.8,513334.0,-2.32,-18.85,12.442,11.665,11.954,999823.8,1471608.1,1286936.15
1999-10-29,12.75,12.77,12.31,11.81,258810.0,-0.44,-3.45,13.24,11.696,12.147,2191773.8,1474855.2,1302359.25
1999-09-30,13.65,14.28,12.75,12.7,680815.0,-0.9,-6.59,12.908,11.449,12.184,2458468.2,1574828.9,1310440.45
1999-08-31,13.6,13.9,13.65,12.6,716918.0,0.14,1.04,12.328,11.301,12.225,2506454.8,1728138.6,1339025.05
1999-07-30,14.0,15.53,13.51,12.58,2829242.0,-0.47,-3.36,11.612,10.951,12.196,2481126.4,1780031.0,1388975.35
1999-06-30,10.65,15.34,13.98,10.05,6473084.0,3.33,31.27,10.888,10.614,12.238,1943392.4,1578022.0,1359455.85
1999-05-31,9.85,11.22,10.65,8.8,1592282.0,0.8,8.12,10.152,10.564,12.146,757936.6,992201.0,1090317.53
1999-04-30,10.02,10.7,9.85,9.7,920748.0,-0.22,-2.19,9.99,11.007,12.229,691189.6,979363.4,1062430.61
1999-03-31,9.9,10.47,10.07,9.68,590276.0,0.18,1.82,10.274,11.407,12.369,949822.4,970207.9,1070764.88
1999-02-09,10.25,10.25,9.89,9.62,140572.0,-0.41,-3.98,10.29,11.816,12.513,1078935.6,971954.1,1100795.44
1999-01-29,9.83,10.59,10.3,9.4,545805.0,0.46,4.67,10.34,12.242,12.688,1212651.6,1102264.2,1164810.33
1998-12-31,11.3,11.59,9.84,9.78,1258547.0,-1.43,-12.69,10.976,12.597,12.859,1226465.4,1129863.3,1209025.0
1998-11-30,10.08,11.67,11.27,9.98,2213912.0,1.12,11.03,12.024,12.918,13.091,1267537.2,1046052.0,1205215.62
1998-10-30,10.36,10.99,10.15,9.6,1235842.0,0.01,0.1,12.54,13.149,13.243,990593.4,949911.5,1121157.58
1998-09-30,13.5,14.33,10.14,9.88,809152.0,-3.34,-24.78,13.342,13.441,13.524,864972.6,997919.7,1110731.73
1998-08-31,15.08,15.1,13.48,13.02,614874.0,-1.6,-10.61,14.144,13.862,13.862,991876.8,1140889.7,1140889.7
1998-07-31,14.1,15.5,15.08,13.5,1463906.0,1.23,8.88,14.218,13.904,13.904,1033261.2,1199335.89,1199335.89
1998-06-30,14.25,14.8,13.85,13.38,829193.0,-0.31,-2.19,13.812,13.758,13.758,824566.8,1166264.63,1166264.63
1998-05-29,14.21,14.51,14.16,13.48,607738.0,0.01,0.07,13.758,13.744,13.744,909229.6,1214417.71,1214417.71
1998-04-30,13.85,15.29,14.15,13.76,1443673.0,0.3,2.17,13.54,13.675,13.675,1130866.8,1315531.0,1315531.0
1998-03-31,12.95,14.17,13.85,12.79,821796.0,0.8,6.13,13.58,13.58,13.58,1289902.6,1289902.6,1289902.6
1998-02-27,13.8,13.97,13.05,12.8,420434.0,-0.53,-3.9,13.513,13.513,13.513,1406929.25,1406929.25,1406929.25
1998-01-23,13.25,14.55,13.58,12.25,1252507.0,0.51,3.9,13.667,13.667,13.667,1735761.0,1735761.0,1735761.0
1997-12-31,14.35,14.58,13.07,12.88,1715924.0,-1.28,-8.92,13.71,13.71,13.71,1977388.0,1977388.0,1977388.0
1997-11-28,13.5,14.4,14.35,12.68,2238852.0,0.0,0.0,14.35,14.35,14.35,2238852.0,2238852.0,2238852.0
