000876;7.20;8.8;新希望
000415;5.46;8.4;渤海金控
000625;12.20;16.2;长安汽车
000729;5.8;8.9;燕京啤酒
600011;5.8;8.2;华能国际
600016;7.7;9.46;民生银行
600023;4.98;6.3;浙能电力
600027;3.4;5.3;华电国际
600028;5.7;8;中国石化
600170;3.54;5.2;上海建工
600606;7.4;11.98;绿地控股
600611;4.22;6.6;大众交通
600623;8.4;13.66;华谊集团
600755;9.4;12.66;厦门国贸
600823;5.2;7.6;世茂股份
600969;9.88;16.30;郴电国际
